0.150878876,9.389501202,3.391333354,1.4540217,0.972672534
0.066006157,4.509045005,1.865517459,0.580535695,1.805555556
0.183435608,9.952114717,8.136804858,3.76487576,0.341463415
0.246828275,4.115658974,3.488836311,0.915060619,0.324524803
0.020309541,8.57408863,7.825540596,7.060504446,2.649611695
0.234190299,4.806440548,1.500038122,7.017276975,0.583657588
0.110167401,7.46276814,6.343534178,7.572780408,0.537371764
0.219067836,3.305571068,2.957133946,3.683880317,0.339805825
0.113699285,3.413524706,1.189044626,1.948237661,1.124197002
0.192319311,9.990855232,4.514665981,0.839208432,0.724309642
0.11232663,8.630104692,2.117855519,3.656453743,1.454545455
0.198075046,2.268038318,1.387801159,4.346548009,0.473933649
0.158942815,8.95301716,3.288899068,5.559648564,0.906207522
0.160744945,6.063221854,4.889172218,0.470015148,0.55917987
0.206354873,9.675140614,4.577941972,4.725343273,0.657894737
0.045627387,8.46827181,9.047413042,7.701515552,0.657894737
0.194699558,8.847753259,5.729282675,3.067802,0.597426471
0.220155577,9.88760732,8.239133392,6.026970492,0.278810409
0.188918163,8.534874656,6.144994931,7.537732699,0.570884872
0.06336919,8.76378164,5.041885805,0.896470586,1.930147059
0.069599531,1.909874278,1.300770497,2.690095486,1.272727273
0.14310631,7.36047483,7.505341374,3.558794931,0.282885431
0.024158999,2.312393928,2.578558176,7.671341293,2.441271304
0.10472558,6.186923926,2.929415987,5.504022846,1.13999088
0.06244856,9.857985091,8.176556325,6.880322699,0.986842105
0.089581115,6.124998213,6.079904875,2.794158233,0.525059666
0.100282456,9.40491129,5.724065352,7.224077047,1.218940459
0.044397409,5.924722677,6.117225328,3.860939368,0.970873786
0.204679627,7.334968321,1.294793311,7.53739536,0.894538606
0.209336587,9.249492094,5.123610024,0.74360835,0.603808639
0.245957997,2.826575884,2.060070021,1.719063636,0.344149459
0.179311678,5.951054125,2.34442948,0.224803666,0.70989115
0.121669269,9.41280419,7.160576837,3.039988186,0.858778626
0.193400943,6.375401284,5.934626648,5.0904663,0.27173913
0.020301193,7.712538588,2.042835035,1.069601442,7.660738714
0.023889859,5.971023549,3.571762932,1.385347415,4.489234998
0.02660937,7.419545958,6.297164528,5.431364785,2.23132969
0.202838868,8.692462319,1.551902071,3.25807261,0.90950432
0.208126479,7.962711835,3.978358669,7.724398382,0.602130616
0.123916631,7.61799152,5.622401807,5.018411576,0.826825907
0.121163693,9.724209576,1.433645185,1.395958242,1.668984701
0.09319447,6.967155616,7.292914211,1.743409429,0.3998001
0.095944233,8.740063181,8.209566367,7.780397572,0.528338136
0.138483518,7.22282128,4.812764814,7.949073528,0.775901415
0.241078221,8.950456588,8.990554907,4.136140849,0.161637931
0.192051194,9.087042224,6.354795359,3.548452256,0.584225901
0.128022861,2.435519096,3.412248622,5.445520856,0.145348837
0.099184206,9.888496312,3.33498671,1.846348751,1.534170153
0.115847713,8.276659718,4.640638608,1.822805998,1.047358834
0.107221969,5.629819552,6.576029724,6.474304969,0.183318057
0.027568851,6.315792968,1.371844597,7.438260015,5.976277372
0.165411389,2.271592958,1.874815266,4.644792423,0.467508181
0.173997345,5.226214108,3.116805158,2.310706283,0.597152044
0.220311948,8.063591365,6.212170323,5.099987458,0.453857791
0.240914903,8.720810929,3.104840964,2.476863635,0.599907707
0.180009148,5.234627809,4.860952394,3.98469157,0.391006843
0.103035337,3.817761431,3.484193273,3.037980397,0.71942446
0.038262371,5.892289637,4.099659949,6.885118349,2.588555858
0.190476705,6.410449459,7.376157853,3.900055485,0.092764378
0.052990004,5.911259924,4.288055584,2.439806183,1.824817518
0.140124182,9.576176529,1.766062509,1.925834811,1.317582917
0.120254236,5.05487668,4.37468041,0.967373065,0.673724735
0.182498016,6.730135099,3.090167011,3.975168027,0.676001931
0.024790998,7.266005242,2.330495923,7.824258866,5.780609923
0.183149687,8.162064005,8.495758009,3.936101108,0.19258546
0.032351745,0.857688749,1.61779722,6.38489439,1.19047619
0.132507076,6.226830741,1.570379214,6.264156292,1.16117046
0.092960021,5.208285306,4.928203275,7.31746892,0.598251266
0.223387053,7.942237228,3.873216749,2.632389547,0.565504241
0.142499486,6.757003441,4.962540043,7.495081482,0.697999069
0.164230717,3.621140177,3.696250533,7.902466766,0.38647343
0.119497706,0.695928148,1.455804805,0.452273429,0.317892825
0.050049903,5.023252437,1.235626968,5.731919164,3.076216713
0.063428762,8.794435367,1.456186839,1.347685416,3.005464481
0.056393903,9.90094814,7.778376166,3.605375558,1.152604887
0.088496827,9.670969454,2.897667012,1.236075553,1.773533424
0.221395389,4.692983063,2.881960759,5.817258689,0.452034154
0.150036213,8.740297366,3.108682349,3.443577613,0.963744837
0.191234553,9.399855473,7.356273194,5.038690099,0.512342804
0.205362787,9.597489565,8.087790511,2.875162553,0.294117647
0.162832991,4.313623388,2.206923822,7.326567381,0.659754948
0.093321685,8.567040639,3.485122271,1.359112065,1.473975127
0.107058643,9.947271587,4.296156906,5.694685665,1.318181818
0.139170935,8.689996557,3.742920067,6.700328409,0.973574409
0.101437811,1.009207829,1.825958673,1.488458279,0.351229303
0.021855913,9.171841722,2.047847884,0.535973189,7.819687213
0.195783659,9.933568076,2.210468498,6.669265057,0.888265545
0.165443365,5.329682927,4.707253103,4.784827926,0.478927203
0.047881204,9.109371601,6.001155941,5.331500127,2.430077946
0.090885348,2.147236455,3.072183399,3.65244939,0.272975432
0.115011624,9.042946917,8.807919567,1.756848029,0.375234522
0.24069921,4.599916713,2.130023578,6.965455466,0.471920717
0.086860444,7.746951422,1.878119447,3.944404687,1.852709588
0.05931232,9.788231408,2.890533562,6.973311705,2.666666667
0.186509077,8.576121596,6.481010265,6.321785742,0.555041628
0.03422596,4.470780344,4.966896182,6.308590976,1.129411765
0.066285042,8.846017368,9.710877951,6.249167907,0.333333333
0.10999017,7.989381968,7.039954491,3.867488358,0.512581547
0.146580901,3.882881259,3.746575345,1.660663292,0.473260767
0.110267632,9.365903795,5.268418845,1.954294221,1.14416476
0.061416871,2.202738578,2.820795768,0.079977826,0.742459397
0.141212989,4.577570731,2.898367757,2.487183524,0.694123091
0.175328054,6.247627302,4.586587893,3.018831688,0.555812876
0.186195064,6.969554698,4.486951356,6.321694549,0.581113801
0.125858338,6.971295314,6.691915173,7.849692888,0.393313668
0.161213076,9.356816777,8.355212136,2.088065049,0.346878097
0.23266173,6.362767833,6.807712338,3.770424812,0.153767299
0.21986817,9.804409198,1.884706638,3.09455699,0.830258303
0.029062381,9.8434097,5.33693129,2.677717968,4.478976234
0.122561894,1.560532262,1.346004195,6.945652301,0.627110468
0.246121982,7.209219307,6.682733584,6.151344749,0.21310602
0.098030494,6.780109094,2.781360233,3.729068165,1.315192744
0.145288194,3.711549067,1.278231318,3.885481541,0.887850467
0.162412772,9.113923112,3.926851994,0.709100544,0.846262341
0.069988505,5.157488714,2.883494955,2.982951196,1.524249423
0.219186322,8.346913273,3.505182576,5.630484084,0.616113744
0.159047259,9.772537656,4.539623098,1.807068508,0.861656295
0.120371474,9.344439834,8.042808114,3.500534479,0.488042948
0.139609645,6.639592476,2.372197657,5.038152774,0.968188105
0.031557878,7.408758059,6.325717998,7.039709365,1.86533212
0.179252797,8.340139374,5.681097956,7.873270585,0.619047619
0.200810966,9.870908736,1.521729445,3.291582836,0.99009901
0.200567405,7.857311094,8.172415963,1.000046978,0.179104478
0.243244863,9.565912848,3.575291378,4.462055182,0.600184672
0.051431817,2.988215586,1.445155864,2.222652978,2.084298286
0.044790554,5.731362385,3.90146808,0.759674858,2.222222222
0.025268235,7.013849585,2.365866273,4.734492711,5.527638191
0.061215147,5.135975368,1.786835657,2.014542575,2.138307552
0.089513671,2.345691057,1.938987091,5.044106361,0.86324398
0.220721601,3.235208296,1.718825483,4.036925954,0.462962963
0.145996422,6.385033662,5.972493131,1.363068659,0.357142857
0.218110999,5.735009709,6.208091151,2.407289453,0.167973124
0.157054006,9.299429833,6.501085499,4.355383632,0.719769674
0.031594607,7.580771785,5.88571946,7.939392862,3.096539162
0.178406916,7.903194533,1.873456748,3.291033745,0.912825194
0.140891567,8.68640482,8.984418314,6.542182884,0.250752257
0.107744967,5.157053413,5.919738476,6.031789461,0.266240682
0.145514712,9.083826947,9.422765879,2.921960381,0.235183443
0.062598051,9.15299678,6.176501522,7.267115027,1.836547291
0.101901104,7.205637427,3.194988613,2.022713005,1.248266297
0.177154691,3.916861646,3.063503721,1.397939361,0.475511175
0.17719247,5.745351679,4.811286733,4.72817035,0.483091787
